,unidad_academica,nro_inscripcion,carrera,regular,cnt_readmisiones,calidad,anio_plan_estudios,fecha_ingreso_alumno
1433,FCEQN,FCEQN-6793,106,N,1.0,A,2007.0,12/17/2015
1434,FCEQN,FCEQN-6881,104,S,1.0,A,,12/20/2015
1435,FCEQN,FCEQN-7213,102,N,2.0,P,2000.0,12/20/2015
1436,FCEQN,FCEQN-7133,172,N,2.0,A,,12/17/2015
1437,FCEQN,FCEQN-6614,172,S,2.0,A,2009.0,12/17/2015
1438,FCEQN,FCEQN-7117,147,N,1.0,P,2014.0,12/17/2015
1439,FCEQN,FCEQN-6955,147,N,2.0,A,2000.0,12/17/2015
1440,FCEQN,FCEQN-7263,143,S,1.0,A,2004.0,12/17/2015
1441,FCEQN,FCEQN-6624,102,N,1.0,P,2004.0,12/17/2015
1442,FCEQN,FCEQN-6796,104,S,0.0,A,2009.0,12/20/2015
1443,FCEQN,FCEQN-7217,104,N,1.0,P,2009.0,12/20/2015
1444,FCEQN,FCEQN-7160,143,S,1.0,A,2000.0,12/20/2015
1445,FCEQN,FCEQN-6690,104,N,1.0,A,2014.0,12/21/2015
1446,FCEQN,FCEQN-6824,147,N,0.0,P,2003.0,12/21/2015
1447,FCEQN,FCEQN-6772,172,S,1.0,A,2010.0,12/21/2015
1448,FCEQN,FCEQN-6657,106,N,0.0,A,2009.0,12/20/2015
1449,FCEQN,FCEQN-6795,104,N,1.0,P,2009.0,12/21/2015
1450,FCEQN,FCEQN-6763,147,N,1.0,A,,12/21/2015
1451,FCEQN,FCEQN-6607,172,S,0.0,P,2003.0,12/20/2015
1452,FCEQN,FCEQN-7142,170,S,1.0,A,2005.0,12/20/2015
1453,FCEQN,FCEQN-6993,143,N,0.0,P,2004.0,12/20/2015
1454,FCEQN,FCEQN-6747,147,N,0.0,A,2010.0,12/20/2015
1455,FCEQN,FCEQN-6696,147,S,1.0,A,2004.0,02/02/2015
1456,FCEQN,FCEQN-6681,106,S,1.0,A,2012.0,12/20/2015
1457,FCEQN,FCEQN-6602,104,S,1.0,A,2007.0,12/21/2015
1458,FCEQN,FCEQN-6852,104,N,1.0,P,2009.0,12/21/2015
1459,FCEQN,FCEQN-6232,101,S,1.0,A,2006.0,12/20/2015
1460,FCEQN,FCEQN-7024,172,S,1.0,A,2011.0,12/21/2015
1461,FCEQN,FCEQN-6636,102,N,1.0,A,2003.0,12/21/2015
1462,FCEQN,FCEQN-6658,143,S,2.0,P,2011.0,03/27/2012
1463,FCEQN,FCEQN-6671,106,N,0.0,P,2005.0,12/22/2015
1464,FCEQN,FCEQN-6622,143,N,1.0,A,2009.0,12/22/2015
1465,FCEQN,FCEQN-6856,102,N,2.0,A,2000.0,12/22/2015
1466,FCEQN,FCEQN-7040,172,S,0.0,A,2006.0,12/22/2015
1467,FCEQN,FCEQN-6850,104,S,0.0,P,2004.0,12/22/2015
1468,FCEQN,FCEQN-6742,172,S,0.0,A,2011.0,12/22/2015
1469,FCEQN,FCEQN-6519,147,S,0.0,A,,12/22/2015
1470,FCEQN,FCEQN-6766,104,S,2.0,A,2003.0,12/22/2015
1471,FCEQN,FCEQN-6643,104,S,1.0,A,2009.0,12/22/2015
1472,FCEQN,FCEQN-7073,172,S,1.0,P,2008.0,12/22/2015
1473,FCEQN,FCEQN-6700,106,S,2.0,A,2005.0,12/22/2015
1474,FCEQN,FCEQN-7265,147,S,0.0,A,2011.0,12/22/2015
1475,FCEQN,FCEQN-7114,147,S,1.0,P,2000.0,12/22/2015
1476,FCEQN,FCEQN-6635,172,N,1.0,P,2014.0,12/22/2015
1477,FCEQN,FCEQN-6781,101,S,0.0,A,2003.0,12/22/2015
1478,FCEQN,FCEQN-6547,170,S,1.0,A,2010.0,12/02/2014
1479,FCEQN,FCEQN-6931,106,N,1.0,P,2007.0,12/22/2015
1480,FCEQN,FCEQN-6764,147,S,0.0,A,2003.0,12/22/2015
1481,FCEQN,FCEQN-6616,147,N,1.0,P,2004.0,12/22/2015
1482,FCEQN,FCEQN-6839,102,S,1.0,A,2008.0,12/21/2015
1483,FCEQN,FCEQN-7252,106,N,1.0,A,2005.0,12/16/2015
1484,FCEQN,FCEQN-7255,147,N,2.0,P,2005.0,12/15/2015
1485,FCEQN,FCEQN-6866,147,N,2.0,A,2000.0,12/15/2015
1486,FCEQN,FCEQN-6632,172,N,1.0,P,2014.0,12/15/2015
1487,FCEQN,FCEQN-692,143,S,2.0,A,,12/15/2015
1488,FCEQN,FCEQN-6508,147,S,1.0,A,2007.0,12/15/2015
1489,FCEQN,FCEQN-6606,102,S,1.0,A,2011.0,12/15/2015
1490,FCEQN,FCEQN-6691,147,N,1.0,A,2004.0,12/15/2015
1491,FCEQN,FCEQN-7170,101,N,1.0,P,2008.0,12/21/2015
1492,FCEQN,FCEQN-7039,172,N,1.0,A,2007.0,12/15/2015
1493,FCEQN,FCEQN-3534,143,N,1.0,P,2009.0,12/15/2015
1494,FCEQN,FCEQN-6714,143,S,2.0,A,2014.0,12/21/2015
1495,FCEQN,FCEQN-6587,101,N,1.0,P,2008.0,12/15/2015
1496,FCEQN,FCEQN-6623,104,S,1.0,P,2006.0,12/16/2015
1497,FCEQN,FCEQN-7017,172,S,0.0,A,2007.0,12/15/2015
1498,FCEQN,FCEQN-6985,172,N,1.0,A,2005.0,12/15/2015
1499,FCEQN,FCEQN-7053,106,S,2.0,P,2004.0,12/16/2015
1500,FCEQN,FCEQN-6653,147,S,2.0,P,2011.0,12/04/2014
1501,FCEQN,FCEQN-6851,172,N,0.0,A,2006.0,12/16/2015
1502,FCEQN,FCEQN-6538,102,N,0.0,P,2010.0,12/10/2015
1503,FCEQN,FCEQN-6778,104,S,0.0,P,,12/16/2015
1504,FCEQN,FCEQN-1834,147,N,0.0,P,2011.0,12/16/2015
1505,FCEQN,FCEQN-6770,101,N,1.0,A,2014.0,12/27/2015
1506,FCEQN,FCEQN-6494,102,S,1.0,A,2008.0,12/27/2015
1507,FCEQN,FCEQN-7175,101,S,2.0,A,2012.0,12/14/2012
1508,FCEQN,FCEQN-7032,106,N,1.0,P,2009.0,12/16/2015
1509,FCEQN,FCEQN-7274,114,S,2.0,A,2010.0,12/10/2015
1510,FCEQN,FCEQN-7276,172,N,2.0,P,2009.0,12/09/2015
1511,FCEQN,FCEQN-6152,147,N,0.0,A,2010.0,12/09/2015
1512,FCEQN,FCEQN-1720,101,S,2.0,A,2009.0,12/01/2014
1513,FCEQN,FCEQN-7279,106,S,1.0,A,2010.0,12/09/2015
1514,FCEQN,FCEQN-7038,147,N,1.0,A,2009.0,12/15/2015
1515,FCEQN,FCEQN-7159,101,N,1.0,A,2003.0,12/21/2015
1516,FCEQN,FCEQN-7313,172,N,1.0,A,2006.0,12/16/2015
1517,FCEQN,FCEQN-7317,102,N,1.0,P,2000.0,12/10/2015
1518,FCEQN,FCEQN-7318,172,N,0.0,P,,12/09/2015
1519,FCEQN,FCEQN-7323,104,N,0.0,A,2010.0,12/09/2015
1520,FCEQN,FCEQN-7325,147,N,1.0,P,2007.0,12/15/2014
1521,FCEQN,FCEQN-7326,104,N,2.0,P,2012.0,12/21/2015
1522,FCEQN,FCEQN-7333,102,S,1.0,A,2014.0,12/10/2015
1523,FCEQN,FCEQN-7334,104,N,0.0,A,2004.0,12/27/2015
1524,FCEQN,FCEQN-7337,147,S,1.0,A,2008.0,12/10/2015
1525,FCEQN,FCEQN-7338,170,S,2.0,A,2006.0,12/09/2015
1526,FCEQN,FCEQN-7340,102,N,2.0,P,2007.0,12/09/2015
1527,FCEQN,FCEQN-7344,172,N,2.0,P,,12/10/2015
1528,FCEQN,FCEQN-7346,102,N,2.0,P,2009.0,12/10/2015
1529,FCEQN,FCEQN-7349,101,N,1.0,P,2000.0,12/10/2015
1530,FCEQN,FCEQN-7354,172,N,0.0,P,2009.0,12/10/2015
1531,FCEQN,FCEQN-7357,172,S,1.0,A,2005.0,12/10/2015
1532,FCEQN,FCEQN-7360,101,S,0.0,A,2011.0,12/10/2015
1533,FCEQN,FCEQN-7361,102,N,1.0,A,2009.0,12/10/2015
1534,FCEQN,FCEQN-7362,104,S,2.0,P,2010.0,12/10/2015
1535,FCEQN,FCEQN-7365,106,N,0.0,A,2006.0,12/10/2015
1536,FCEQN,FCEQN-7367,101,N,1.0,P,2003.0,12/10/2015
1537,FCEQN,FCEQN-7371,172,S,1.0,A,2014.0,12/10/2015
1538,FCEQN,FCEQN-7376,147,N,1.0,P,2000.0,12/10/2015
1539,FCEQN,FCEQN-7378,172,N,1.0,P,2000.0,12/10/2015
1540,FCEQN,FCEQN-7380,104,S,1.0,A,2010.0,12/10/2015
1541,FCEQN,FCEQN-7381,147,N,1.0,P,2011.0,12/02/2013
1542,FCEQN,FCEQN-7382,147,N,1.0,P,2011.0,12/10/2015
1543,FCEQN,FCEQN-7384,172,S,1.0,A,2014.0,12/10/2015
1544,FCEQN,FCEQN-7386,172,S,1.0,A,2009.0,12/10/2015
1545,FCEQN,FCEQN-7394,102,S,1.0,A,2014.0,12/10/2015
1546,FCEQN,FCEQN-7398,170,S,1.0,A,2014.0,12/10/2015
1547,FCEQN,FCEQN-7399,104,S,1.0,A,2007.0,12/11/2014
1548,FCEQN,FCEQN-7400,104,S,0.0,A,2010.0,12/10/2015
1549,FCEQN,FCEQN-7401,104,S,0.0,A,,12/10/2015
1550,FCEQN,FCEQN-7402,172,N,1.0,A,2003.0,12/10/2015
1551,FCEQN,FCEQN-7407,147,S,2.0,A,2009.0,12/10/2015
1552,FCEQN,FCEQN-7413,172,S,1.0,P,2006.0,12/28/2015
1553,FCEQN,FCEQN-7415,101,S,1.0,A,2012.0,12/28/2015
1554,FCEQN,FCEQN-7418,147,N,2.0,P,2014.0,12/09/2015
1555,FCEQN,FCEQN-7422,143,S,2.0,P,2000.0,12/09/2015
1556,FCEQN,FCEQN-7421,172,N,0.0,A,2011.0,12/09/2015
1557,FCEQN,FCEQN-7424,172,S,1.0,A,2005.0,12/09/2015
1558,FCEQN,FCEQN-7425,172,S,0.0,A,2010.0,12/09/2015
1559,FCEQN,FCEQN-7427,101,N,0.0,P,,12/09/2015
1560,FCEQN,FCEQN-7428,106,S,1.0,A,2014.0,12/09/2015
1561,FCEQN,FCEQN-7429,104,S,0.0,A,2000.0,12/09/2015
1562,FCEQN,FCEQN-7431,104,S,1.0,A,2005.0,12/09/2015
1563,FCEQN,FCEQN-7432,102,S,2.0,P,2014.0,12/16/2015
1564,FCEQN,FCEQN-7435,143,N,1.0,P,2010.0,12/16/2015
1565,FCEQN,FCEQN-7441,172,S,2.0,A,2000.0,12/16/2015
1566,FCEQN,FCEQN-7442,172,S,2.0,A,2014.0,12/16/2015
1567,FCEQN,FCEQN-7443,172,S,0.0,A,2009.0,12/16/2015
1568,FCEQN,FCEQN-7445,104,N,1.0,A,2006.0,12/16/2015
1569,FCEQN,FCEQN-7447,172,N,1.0,P,2012.0,12/16/2015
1570,FCEQN,FCEQN-7451,172,N,1.0,P,2014.0,12/16/2015
1571,FCEQN,FCEQN-7453,104,N,0.0,A,,12/16/2015
1572,FCEQN,FCEQN-7456,101,N,1.0,P,2007.0,12/16/2015
1573,FCEQN,FCEQN-7458,101,S,1.0,A,2005.0,12/16/2015
1574,FCEQN,FCEQN-7461,104,S,1.0,A,2006.0,12/28/2015
1575,FCEQN,FCEQN-7462,104,N,1.0,P,,12/16/2015
1576,FCEQN,FCEQN-7463,102,S,0.0,A,,12/09/2015
1577,FCEQN,FCEQN-7467,102,N,0.0,A,2010.0,12/16/2015
1578,FCEQN,FCEQN-7469,104,S,0.0,A,2014.0,12/09/2015
1579,FCEQN,FCEQN-7470,104,S,1.0,P,2008.0,12/16/2015
1580,FCEQN,FCEQN-7472,106,S,1.0,P,2003.0,12/09/2015
1581,FCEQN,FCEQN-7475,101,N,1.0,P,2007.0,12/09/2015
1582,FCEQN,FCEQN-7477,102,S,1.0,A,2007.0,12/09/2015
1583,FCEQN,FCEQN-7478,147,S,2.0,A,2014.0,12/28/2015
1584,FCEQN,FCEQN-7479,101,N,0.0,A,,12/09/2015
1585,FCEQN,FCEQN-7481,101,S,0.0,P,,12/18/2014
1586,FCEQN,FCEQN-7485,102,S,2.0,A,2005.0,12/09/2015
1587,FCEQN,FCEQN-7487,172,S,0.0,A,2014.0,12/09/2015
1588,FCEQN,FCEQN-7488,147,N,1.0,A,,02/08/2015
1589,FCEQN,FCEQN-7489,101,N,1.0,P,2007.0,12/20/2015
1590,FCEQN,FCEQN-7493,143,N,0.0,A,2007.0,12/20/2015
1591,FCEQN,FCEQN-7494,147,N,1.0,A,2006.0,12/20/2015
1592,FCEQN,FCEQN-7496,147,N,2.0,A,2014.0,12/09/2015
1593,FCEQN,FCEQN-7497,143,S,0.0,P,2011.0,12/09/2015
1594,FCEQN,FCEQN-7500,172,N,1.0,A,2004.0,12/09/2015
1595,FCEQN,FCEQN-7501,172,N,1.0,P,,12/09/2015
1596,FCEQN,FCEQN-7504,172,S,1.0,A,2014.0,12/09/2015
1597,FCEQN,FCEQN-7505,106,N,1.0,A,2000.0,12/09/2015
1598,FCEQN,FCEQN-7510,102,S,2.0,P,2014.0,12/09/2015
1599,FCEQN,FCEQN-7511,104,N,2.0,P,2010.0,12/09/2015
1600,FCEQN,FCEQN-7512,106,N,2.0,P,2010.0,12/14/2014
1601,FCEQN,FCEQN-7513,102,N,1.0,P,2009.0,12/09/2015
1602,FCEQN,FCEQN-7514,104,S,2.0,A,2003.0,12/09/2015
1603,FCEQN,FCEQN-7517,147,S,1.0,A,2011.0,12/09/2015
1604,FCEQN,FCEQN-7521,172,S,2.0,A,2012.0,12/09/2015
1605,FCEQN,FCEQN-7523,147,N,1.0,A,2010.0,12/09/2015
1606,FCEQN,FCEQN-7535,172,S,2.0,A,2014.0,12/07/2015
1607,FCEQN,FCEQN-7539,172,N,1.0,A,,12/07/2015
1608,FCEQN,FCEQN-7541,102,S,2.0,A,2003.0,12/20/2012
1609,FCEQN,FCEQN-7544,102,N,1.0,P,,12/09/2015
1610,FCEQN,FCEQN-7545,172,S,1.0,A,2008.0,12/07/2015
1611,FCEQN,FCEQN-7546,102,S,0.0,A,2009.0,12/29/2015
1612,FCEQN,FCEQN-7547,104,N,2.0,P,,12/14/2014
1613,FCEQN,FCEQN-7548,147,N,1.0,P,2012.0,12/09/2015
1614,FCEQN,FCEQN-7549,147,S,1.0,A,2009.0,12/09/2015
1615,FCEQN,FCEQN-7551,170,N,1.0,A,2011.0,12/09/2015
1616,FCEQN,FCEQN-7552,143,S,2.0,A,2009.0,12/09/2015
1617,FCEQN,FCEQN-7553,143,S,2.0,P,2011.0,02/03/2015
1618,FCEQN,FCEQN-7554,172,N,0.0,A,2006.0,12/09/2015
1619,FCEQN,FCEQN-7555,104,N,2.0,A,2012.0,12/07/2015
1620,FCEQN,FCEQN-7556,172,N,0.0,P,2009.0,12/09/2015
1621,FCEQN,FCEQN-7557,104,S,1.0,A,2009.0,12/07/2015
1622,FCEQN,FCEQN-7558,172,N,1.0,A,2011.0,12/07/2015
1623,FCEQN,FCEQN-7563,104,S,1.0,P,2008.0,12/07/2015
1624,FCEQN,FCEQN-7566,172,S,1.0,A,,12/09/2015
1625,FCEQN,FCEQN-7571,172,N,1.0,A,2011.0,12/07/2015
1626,FCEQN,FCEQN-7572,104,S,1.0,A,2007.0,12/29/2015
1627,FCEQN,FCEQN-7580,102,S,0.0,A,2000.0,12/02/2015
1628,FCEQN,FCEQN-7581,101,S,1.0,A,2010.0,12/02/2015
1629,FCEQN,FCEQN-7582,106,S,1.0,A,2004.0,12/02/2015
1630,FCEQN,FCEQN-7583,106,N,1.0,P,2008.0,12/02/2015
1631,FCEQN,FCEQN-7584,101,N,0.0,P,2005.0,02/01/2016
1632,FCEQN,FCEQN-7585,102,S,0.0,A,2004.0,02/01/2016
1633,FCEQN,FCEQN-7586,106,S,2.0,A,2007.0,02/01/2016
1634,FCEQN,FCEQN-7592,104,S,1.0,A,2010.0,02/01/2016
1635,FCEQN,FCEQN-7595,104,S,2.0,A,2005.0,02/01/2016
1636,FCEQN,FCEQN-7596,104,N,0.0,P,2010.0,02/01/2016
1637,FCEQN,FCEQN-7597,172,S,0.0,A,2014.0,02/01/2016
1638,FCEQN,FCEQN-7598,102,S,0.0,P,2012.0,02/01/2016
1639,FCEQN,FCEQN-7599,170,S,1.0,A,2010.0,02/01/2016
1640,FCEQN,FCEQN-7602,172,N,0.0,P,2006.0,02/01/2016
1641,FCEQN,FCEQN-7605,102,N,1.0,A,2009.0,02/01/2016
1642,FCEQN,FCEQN-7607,172,N,2.0,A,2014.0,02/01/2016
1643,FCEQN,FCEQN-7608,147,N,0.0,P,2005.0,02/01/2016
1644,FCEQN,FCEQN-7609,106,S,1.0,A,2004.0,02/01/2016
1645,FCEQN,FCEQN-7611,104,N,0.0,P,2010.0,02/01/2016
1646,FCEQN,FCEQN-7612,104,N,1.0,P,2000.0,02/01/2016
1647,FCEQN,FCEQN-7614,106,N,1.0,A,2007.0,02/01/2016
1648,FCEQN,FCEQN-7615,172,S,1.0,P,2006.0,02/01/2016
1649,FCEQN,FCEQN-7616,143,N,0.0,P,2005.0,02/01/2016
1650,FCEQN,FCEQN-7621,101,S,1.0,A,2004.0,02/01/2016
1651,FCEQN,FCEQN-7626,104,S,0.0,A,,02/01/2016
1652,FCEQN,FCEQN-7628,172,S,1.0,A,2006.0,02/01/2016
1653,FCEQN,FCEQN-7632,102,S,1.0,A,2005.0,02/01/2016
1654,FCEQN,FCEQN-7635,106,N,2.0,A,2000.0,02/01/2016
1655,FCEQN,FCEQN-7637,147,N,1.0,P,2004.0,02/01/2016
1656,FCEQN,FCEQN-7638,101,S,1.0,A,2004.0,02/01/2016
1657,FCEQN,FCEQN-7643,147,S,1.0,A,2011.0,12/02/2015
1658,FCEQN,FCEQN-7644,104,S,2.0,A,2009.0,02/02/2016
1659,FCEQN,FCEQN-7645,102,S,0.0,A,2003.0,12/02/2015
1660,FCEQN,FCEQN-7647,147,N,2.0,P,2011.0,02/02/2016
1661,FCEQN,FCEQN-7649,104,N,1.0,A,2000.0,12/02/2015
1662,FCEQN,FCEQN-7651,106,S,0.0,A,2011.0,12/02/2015
1663,FCEQN,FCEQN-7652,104,S,0.0,A,,12/02/2015
1664,FCEQN,FCEQN-7653,147,S,2.0,A,2003.0,02/02/2016
1665,FCEQN,FCEQN-7654,104,S,0.0,A,2006.0,02/02/2016
1666,FCEQN,FCEQN-7655,143,S,1.0,A,2011.0,12/02/2015
1667,FCEQN,FCEQN-7656,101,S,2.0,A,2003.0,12/02/2015
1668,FCEQN,FCEQN-7658,172,S,1.0,A,2008.0,12/02/2015
1669,FCEQN,FCEQN-7663,104,N,2.0,A,2000.0,02/02/2016
1670,FCEQN,FCEQN-7664,102,N,1.0,P,2007.0,02/02/2016
1671,FCEQN,FCEQN-7666,102,S,2.0,A,2004.0,02/02/2016
1672,FCEQN,FCEQN-7669,104,N,0.0,P,2006.0,02/02/2016
1673,FCEQN,FCEQN-7674,101,N,2.0,A,2007.0,02/02/2016
1674,FCEQN,FCEQN-7675,104,S,1.0,A,2006.0,02/02/2016
1675,FCEQN,FCEQN-7676,101,S,1.0,A,2010.0,02/02/2016
1676,FCEQN,FCEQN-7677,106,S,0.0,A,2005.0,02/02/2016
1677,FCEQN,FCEQN-7678,104,N,2.0,A,2003.0,02/02/2016
1678,FCEQN,FCEQN-7679,170,S,1.0,A,2008.0,02/02/2016
1679,FCEQN,FCEQN-7684,147,S,2.0,P,2010.0,12/07/2015
1680,FCEQN,FCEQN-7685,147,S,1.0,A,2010.0,12/02/2014
1681,FCEQN,FCEQN-7687,147,N,1.0,A,2003.0,12/07/2015
1682,FCEQN,FCEQN-7693,102,S,1.0,P,2008.0,12/07/2015
1683,FCEQN,FCEQN-7694,102,S,1.0,A,2010.0,12/11/2013
1684,FCEQN,FCEQN-7695,172,S,1.0,A,2010.0,12/11/2013
1685,FCEQN,FCEQN-7696,102,S,1.0,A,2009.0,12/07/2015
1686,FCEQN,FCEQN-7697,172,N,2.0,A,2008.0,12/07/2015
1687,FCEQN,FCEQN-7699,106,S,2.0,P,,12/07/2015
1688,FCEQN,FCEQN-7701,101,N,2.0,P,2012.0,02/03/2016
1689,FCEQN,FCEQN-7702,143,N,1.0,A,2012.0,12/07/2015
1690,FCEQN,FCEQN-7705,172,S,0.0,P,2008.0,12/07/2015
1691,FCEQN,FCEQN-7706,104,S,2.0,A,2010.0,02/03/2016
1692,FCEQN,FCEQN-7707,143,S,1.0,P,2000.0,02/03/2016
1693,FCEQN,FCEQN-7712,106,S,1.0,A,2004.0,02/03/2016
1694,FCEQN,FCEQN-7717,147,S,1.0,A,2012.0,02/03/2016
1695,FCEQN,FCEQN-7721,147,S,0.0,A,2004.0,12/06/2015
1696,FCEQN,FCEQN-7722,172,N,2.0,P,2008.0,02/03/2016
1697,FCEQN,FCEQN-7723,102,N,1.0,P,,12/06/2015
1698,FCEQN,FCEQN-7724,172,S,0.0,P,,02/03/2016
1699,FCEQN,FCEQN-7727,172,S,1.0,A,2012.0,12/06/2015
1700,FCEQN,FCEQN-7730,101,S,1.0,A,2006.0,12/06/2015
1701,FCEQN,FCEQN-7731,102,S,0.0,A,2009.0,12/06/2015
1702,FCEQN,FCEQN-7732,172,S,0.0,A,2007.0,02/03/2016
1703,FCEQN,FCEQN-7733,172,S,1.0,A,2005.0,02/03/2016
1704,FCEQN,FCEQN-7738,102,N,1.0,A,2012.0,12/06/2015
1705,FCEQN,FCEQN-7743,147,S,2.0,P,2011.0,12/06/2015
1706,FCEQN,FCEQN-7746,147,S,2.0,A,2014.0,12/06/2015
1707,FCEQN,FCEQN-7749,147,N,0.0,A,2011.0,12/06/2015
1708,FCEQN,FCEQN-7750,101,S,2.0,A,2008.0,12/06/2015
1709,FCEQN,FCEQN-7755,104,S,0.0,A,2009.0,02/03/2016
1710,FCEQN,FCEQN-7756,147,S,2.0,A,2011.0,02/04/2016
1711,FCEQN,FCEQN-7757,104,S,1.0,A,2005.0,12/02/2015
1712,FCEQN,FCEQN-7759,104,N,1.0,A,2006.0,02/04/2016
1713,FCEQN,FCEQN-7760,147,S,0.0,P,2008.0,02/04/2016
1714,FCEQN,FCEQN-7761,172,S,1.0,A,2010.0,02/04/2016
1715,FCEQN,FCEQN-7766,104,S,0.0,A,2009.0,02/04/2016
1716,FCEQN,FCEQN-7771,172,S,1.0,A,2000.0,02/04/2016
1717,FCEQN,FCEQN-7772,172,N,1.0,A,2003.0,02/04/2016
1718,FCEQN,FCEQN-7773,172,N,1.0,P,2009.0,12/02/2015
1719,FCEQN,FCEQN-7782,172,S,2.0,A,2000.0,02/04/2016
1720,FCEQN,FCEQN-7783,172,S,2.0,A,2003.0,02/04/2016
1721,FCEQN,FCEQN-7784,106,N,2.0,A,,12/02/2015
1722,FCEQN,FCEQN-7107,172,N,1.0,A,2004.0,12/18/2014
1723,FCEQN,FCEQN-7791,147,S,0.0,A,2004.0,02/04/2016
1724,FCEQN,FCEQN-7792,147,S,0.0,A,2010.0,12/02/2015
1725,FCEQN,FCEQN-7793,147,N,1.0,A,2010.0,02/04/2016
1726,FCEQN,FCEQN-7795,172,N,2.0,P,2009.0,12/02/2015
1727,FCEQN,FCEQN-7799,102,N,1.0,P,,12/03/2015
1728,FCEQN,FCEQN-7800,102,S,1.0,P,2005.0,02/04/2016
1729,FCEQN,FCEQN-7801,172,S,2.0,A,2008.0,02/04/2016
1730,FCEQN,FCEQN-7809,147,S,0.0,P,2000.0,12/18/2014
1731,FCEQN,FCEQN-7812,172,S,2.0,A,2007.0,12/03/2015
1732,FCEQN,FCEQN-7831,172,S,2.0,A,2011.0,12/03/2015
1733,FCEQN,FCEQN-7832,147,S,1.0,A,2007.0,12/03/2015
1734,FCEQN,FCEQN-7835,170,S,1.0,A,2010.0,02/04/2016
1735,FCEQN,FCEQN-7838,106,N,2.0,A,2008.0,12/03/2015
1736,FCEQN,FCEQN-7843,172,S,0.0,A,2008.0,02/07/2016
1737,FCEQN,FCEQN-7844,143,N,0.0,A,2014.0,02/07/2016
1738,FCEQN,FCEQN-7854,102,S,1.0,A,2007.0,02/07/2016
1739,FCEQN,FCEQN-7855,102,S,1.0,A,2003.0,02/07/2016
1740,FCEQN,FCEQN-7858,101,S,1.0,A,2004.0,02/04/2016
1741,FCEQN,FCEQN-7864,104,N,0.0,P,2006.0,02/04/2016
1742,FCEQN,FCEQN-7866,104,N,0.0,A,2003.0,12/03/2013
1743,FCEQN,FCEQN-7867,102,S,1.0,A,2004.0,02/07/2016
1744,FCEQN,FCEQN-7868,172,N,1.0,P,2003.0,02/07/2016
1745,FCEQN,FCEQN-7875,102,S,0.0,A,2000.0,12/03/2013
1746,FCEQN,FCEQN-7886,102,S,2.0,A,2011.0,02/07/2016
1747,FCEQN,FCEQN-7887,172,S,0.0,A,2011.0,02/07/2016
1748,FCEQN,FCEQN-7898,104,S,1.0,A,2014.0,02/07/2016
1749,FCEQN,FCEQN-7900,172,S,2.0,A,2000.0,02/07/2016
1750,FCEQN,FCEQN-7902,147,S,0.0,A,2010.0,02/07/2016
1751,FCEQN,FCEQN-7903,170,S,1.0,A,2005.0,12/01/2015
1752,FCEQN,FCEQN-7907,172,S,2.0,A,,12/01/2015
1753,FCEQN,FCEQN-7908,147,N,1.0,A,2010.0,12/01/2015
1754,FCEQN,FCEQN-7909,147,S,1.0,A,2000.0,02/07/2016
1755,FCEQN,FCEQN-7912,104,S,0.0,A,2003.0,12/01/2015
1756,FCEQN,FCEQN-7914,147,S,0.0,A,2006.0,12/03/2014
1757,FCEQN,FCEQN-7915,102,S,1.0,A,2005.0,12/01/2015
1758,FCEQN,FCEQN-7916,147,N,2.0,P,2014.0,12/06/2015
1759,FCEQN,FCEQN-7924,172,N,1.0,A,2012.0,02/04/2016
1760,FCEQN,FCEQN-7925,172,S,0.0,A,2007.0,12/01/2015
1761,FCEQN,FCEQN-7926,172,S,1.0,A,2000.0,12/01/2015
1762,FCEQN,FCEQN-7929,143,S,1.0,A,2006.0,12/01/2015
1763,FCEQN,FCEQN-7933,102,S,0.0,A,2007.0,12/01/2015
1764,FCEQN,FCEQN-7935,106,N,0.0,A,2007.0,12/06/2015
1765,FCEQN,FCEQN-7937,172,N,1.0,A,2005.0,12/06/2015
1766,FCEQN,FCEQN-7938,172,S,0.0,A,2003.0,02/08/2016
1767,FCEQN,FCEQN-7941,102,S,1.0,A,2014.0,02/08/2016
1768,FCEQN,FCEQN-7952,101,S,1.0,A,2003.0,12/06/2015
1769,FCEQN,FCEQN-7953,170,N,2.0,P,2005.0,12/06/2015
1770,FCEQN,FCEQN-7955,101,N,1.0,A,2004.0,12/06/2015
1771,FCEQN,FCEQN-7958,106,N,0.0,P,2005.0,12/06/2015
1772,FCEQN,FCEQN-7960,104,N,1.0,A,2004.0,12/07/2015
1773,FCEQN,FCEQN-7964,102,S,0.0,A,2004.0,12/07/2015
1774,FCEQN,FCEQN-7966,147,N,0.0,P,2010.0,12/07/2015
1775,FCEQN,FCEQN-7967,147,S,1.0,P,2004.0,12/07/2015
1776,FCEQN,FCEQN-7970,172,S,1.0,A,2006.0,12/07/2015
1777,FCEQN,FCEQN-7971,143,N,1.0,A,2006.0,12/07/2015
1778,FCEQN,FCEQN-7830,102,N,0.0,A,,12/07/2015
1779,FCEQN,FCEQN-7974,101,S,0.0,A,2012.0,12/01/2015
1780,FCEQN,FCEQN-7975,172,S,0.0,P,2007.0,12/06/2015
1781,FCEQN,FCEQN-7976,172,S,1.0,A,2007.0,12/02/2014
1782,FCEQN,FCEQN-7977,101,S,1.0,P,2008.0,12/03/2015
1783,FCEQN,FCEQN-7978,147,N,1.0,P,2007.0,02/08/2016
